campaign	narrative_queries	advice_history	(unique_name: string, faction_key: string, trigger_message: string, experienced_message: string, not_experienced_message: string?, any_advice_strings: table?, all_advice_strings: table?, any_advice_keys: table?, all_advice_keys: table?, additional_condition: function?)		Creates a narrative query that queries the player's advice history against a supplied set of advice strings and advice keys when triggered.
campaign	narrative_queries	advice_history_for_narrative_chain	(unique_name: string, faction_key: string, trigger_message: string, experienced_message: string, not_experienced_message: string?, all_advice_strings: table?, additional_condition: function?)		Creates a narrative query that interrogates the player's advice history for a narrative chain. If all of the supplied set of advice keys or any of the supplied set of advice strings are in the advice history, or it's a multiplayer game, or the campaign difficu...
campaign	narrative_queries	can_capture_territory	(unique_name: string, faction_key: string, trigger_message: string, positive_message: string, negative_message: string?, additional_condition: function?)		Creates a narrative query that queries whether the specified faction can capture territory, and acts on the result. If the faction cannot capture territory they are presumably a horde faction.
campaign	narrative_queries	can_recruit_any_hero	(unique_name: string, faction_key: string, trigger_message: string, positive_message: string, negative_message: string?, additional_condition: function?)		Creates a narrative query that queries whether the specified faction can recruit any hero and acts on the result. If the faction can recruit a hero then the positive trigger message(s) are fired, otherwise the negative trigger message(s) are fired.
campaign	narrative_queries	can_recruit_hero_of_type	(unique_name: string, faction_key: string, trigger_message: string, positive_message: string, negative_message: string?, hero_types: table?, additional_condition: function?)		Creates a narrative query that queries whether the specified faction can recruit a hero of the supplied list of types, and acts on the result.
campaign	narrative_queries	contains_any_hero	(unique_name: string, faction_key: string, trigger_message: string, positive_message: string, negative_message: string?, additional_condition: function?)		Creates a narrative query that queries whether the specified faction contains any hero, and acts on the result. If the faction contains any heroes then the positive trigger message(s) are fired, otherwise the negative trigger message(s) are fired.
campaign	narrative_queries	contains_any_hero_of_type	(unique_name: string, faction_key: string, trigger_message: string, positive_message: string, negative_message: string?, hero_types: table?, additional_condition: function?)		Creates a narrative query that queries whether the specified faction contains heroes of the specified type(s), and acts on the result.
campaign	narrative_queries	controls_x_provinces	(unique_name: string, faction_key: string, trigger_message: string, positive_message: string, negative_message: string?, provinces: number, additional_condition: function?)		Creates a narrative query that queries the specified faction's territorial holdings and acts upon the result. Should the faction already fully control at least the supplied number of provinces then the positive message(s) are fired.
campaign	narrative_queries	corruption_in_adjacent_region	(unique_name: string, faction_key: string, trigger_message: string, positive_message: string, negative_message: string?, corruption_key: string?, culture_key: string?, corruption_type: string, threshold_value: number, additional_condition: function?)		Creates a narrative query that queries whether any regions adjacent to the specified faction contain corruption of the specified type equal to or above the supplied threshold, and acts on the result.
campaign	narrative_queries	has_available_technologies	(unique_name: string, faction_key: string, trigger_message: string, positive_message: string, negative_message: string?, additional_condition: function?)		Creates a narrative query that queries whether the specified faction currently has technologies available for research and acts on the result.
